einzelplan;einzelplan-text;einahmen-ausgaben;einahmen-ausgaben-text;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll ;titelgruppe;tgr-text
"02";"Deutscher Bundestag";"A";"";"0211";"Zentral veranschlagte Verwaltungseinnahmen und -ausgaben";"52703";"011";"Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen";"ja";"9";8;
"02";"Deutscher Bundestag";"A";"";"0211";"Zentral veranschlagte Verwaltungseinnahmen und -ausgaben";"54301";"011";"Veröffentlichungen und Fachinformationen";"ja";"9";8087;
"02";"Deutscher Bundestag";"A";"";"0211";"Zentral veranschlagte Verwaltungseinnahmen und -ausgaben";"54501";"011";"Konferenzen, Tagungen, Messen und Ausstellungen";"ja";"9";2810;
"02";"Deutscher Bundestag";"A";"";"0211";"Zentral veranschlagte Verwaltungseinnahmen und -ausgaben";"63403";"011";"Zuweisungen an den Versorgungsfonds";"ja";"10";17945;
"02";"Deutscher Bundestag";"E";"Verwaltungseinnahmen";"0212";"Deutscher Bundestag";"11101";"011";"Gebühren, sonstige Entgelte";;"12";473;
"02";"Deutscher Bundestag";"E";"Verwaltungseinnahmen";"0212";"Deutscher Bundestag";"11901";"011";"Einnahmen aus Veröffentlichungen";;"12";170;
"02";"Deutscher Bundestag";"E";"Verwaltungseinnahmen";"0212";"Deutscher Bundestag";"11999";"011";"Vermischte Einnahmen";;"12";203;
"02";"Deutscher Bundestag";"E";"Verwaltungseinnahmen";"0212";"Deutscher Bundestag";"12401";"011";"Einnahmen aus Vermietung, Verpachtung und Nutzung";;"12";1420;
"02";"Deutscher Bundestag";"E";"Verwaltungseinnahmen";"0212";"Deutscher Bundestag";"13201";"011";"Erlöse aus der Veräußerung von beweglichen Sachen";;"13";70;
"02";"Deutscher Bundestag";"E";"Übrige Einnahmen";"0212";"Deutscher Bundestag";"38103";"890";"Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7";;"13";0;
