kapitel,kapitel-text,jahr
0911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
0912,Bundesministerium,2021
0913,Physikalisch-Technische Bundesanstalt,2021
0914,Bundesanstalt für Materialforschung und -prüfung,2021
0915,Bundesanstalt für Geowissenschaften und Rohstoffe,2021
0916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,2021
0917,Bundeskartellamt,2021
0918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",2021
1001,Landwirtschaftliche Sozialpolitik,2021
1002,Gesundheitlicher Verbraucherschutz und Ernährung,2021
1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",2021
1004,"Marktordnung, Maßnahmen der Notfallvorsorge",2021
1005,"Nachhaltigkeit, Forschung und Innovation",2021
1006,Internationale Maßnahmen,2021
1010,Sonstige Bewilligungen,2021
1011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1012,Bundesministerium,2021
1013,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",2021
1014,"Friedrich Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",2021
1015,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",2021
1016,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",2021
1017,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),2021
1018,Bundessortenamt,2021
1101,Leistungen nach dem Zweiten und Dritten Buch Sozialgesetzbuch und gleichartige Leistungen,2021
1102,Rentenversicherung und Grundsicherung im Alter und bei Erwerbsminderung,2021
1103,Soziale Entschädigung (Kriegsopferversorgung und -fürsorge sowie gleichartige Leistungen),2021
1104,Unfallversicherung Bund und Bahn / Künstlersozialkasse,2021
1105,Förderung der Inklusion von Menschen mit Behinderungen,2021
1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",2021
1107,"Arbeitswelt im Wandel, Fachkräftesicherung",2021
1110,Sonstige Bewilligungen,2021
1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1112,Bundesministerium,2021
1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2021
1114,Bundesarbeitsgericht,2021
1115,Bundessozialgericht,2021
1116,Bundesamt für Soziale Sicherung,2021
1201,Bundesfernstraßen,2021
1202,Bundesschienenwege,2021
1203,Bundeswasserstraßen,2021
1204,Digitale Infrastruktur,2021
1205,Luft- und Raumfahrt,2021
1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,2021
1210,Sonstige Bewilligungen,2021
1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1212,Bundesministerium,2021
1213,Bundesamt für Güterverkehr,2021
1214,Bundesanstalt für Straßenwesen,2021
1215,Kraftfahrt-Bundesamt,2021
1216,Bundeseisenbahnvermögen,2021
1217,Eisenbahn-Bundesamt,2021
1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,2021
1219,Bundesamt für Seeschifffahrt und Hydrographie,2021
1220,Deutscher Wetterdienst,2021
1221,Luftfahrt-Bundesamt,2021
1222,Bundesaufsichtsamt für Flugsicherung,2021
1223,Bundesanstalt für Verwaltungsdienstleistungen,2021
1228,Fernstraßen-Bundesamt,2021
1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,2021
1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",2021
1404,"Wehrforschung, Entwicklung und Erprobung",2021
1405,Militärische Beschaffungen,2021
1406,Materialerhaltung der Bundeswehr,2021
1407,Sonstiger Betrieb der Bundeswehr,2021
1408,Unterbringung,2021
1410,Sonstige Bewilligungen,2021
1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1412,Bundesministerium,2021
1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",2021
1501,Gesetzliche Krankenversicherung,2021
1502,Pflegevorsorge und sonstige soziale Sicherung,2021
1503,Prävention und Gesundheitsverbände,2021
1504,Forschungsvorhaben und -einrichtungen,2021
1505,Internationales Gesundheitswesen,2021
1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1512,Bundesministerium,2021
1513,Bundeszentrale für gesundheitliche Aufklärung,2021
1515,Paul-Ehrlich-Institut,2021
1516,Bundesinstitut für Arzneimittel und Medizinprodukte,2021
1517,Robert Koch-Institut,2021
1601,Umweltschutz,2021
1602,Klimaschutz,2021
1603,Zwischenlagerung und Endlagerung radioaktiver Abfälle,2021
1604,Naturschutz,2021
1605,Nukleare Sicherheit und Strahlenschutz,2021
1611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1612,Bundesministerium,2021
1613,Umweltbundesamt,2021
1614,Bundesamt für Naturschutz,2021
1615,Bundesamt für die Sicherheit der nuklearen Entsorgung,2021
1616,Bundesamt für Strahlenschutz,2021
1701,Gesetzliche Leistungen für die Familien,2021
1702,Kinder- und Jugendpolitik,2021
1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",2021
1710,Sonstige Bewilligungen,2021
1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1712,Bundesministerium,2021
1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,2021
1714,Bundesprüfstelle für jugendgefährdende Medien,2021
1715,Antidiskriminierungsstelle des Bundes,2021
1716,Der Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,2021
1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
1912,Bundesverfassungsgericht,2021
2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
2012,Bundesrechnungshof,2021
2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,2021
2301,Bilaterale staatliche Entwicklungszusammenarbeit,2021
2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",2021
2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",2021
2304,Beiträge an multilaterale Entwicklungsbanken,2021
2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",2021
2310,Sonstige Bewilligungen,2021
2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
2312,Bundesministerium,2021
3002,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",2021
3003,Wettbewerbsfähigkeit des Wissenschafts- und Innovationssystems,2021
3004,"Forschung für Innovationen, Hightech-Strategie",2021
3011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2021
3012,Bundesministerium,2021
3201,Kreditaufnahme,2021
3205,Verzinsung,2021
3208,"Bürgschaften, Garantien und sonstige Gewährleistungen",2021
6001,Steuern,2021
6002,Allgemeine Bewilligungen,2021
6003,Leistungen im Zusammenhang mit der deutschen Einheit,2021
6004,Bundesimmobilienangelegenheiten,2021
6067,Sonstige Versorgungsausgaben,2021
0101,Bundespräsident,2022
0111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0112,Bundespräsidialamt,2022
0113,Büro der Gemeinsamen Wissenschaftskonferenz,2022
0211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0212,Deutscher Bundestag,2022
0213,Die Wehrbeauftragte des Deutschen Bundestages,2022
0214,Bundesversammlung,2022
0215,Mitglieder des Europäischen Parlaments,2022
0216,Parlamentarische Kontrolle der Nachrichtendienste,2022
0217,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,2022
0311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0312,Bundesrat,2022
0410,Sonstige Bewilligungen,2022
0411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,2022
0412,Bundeskanzler und Bundeskanzleramt,2022
0413,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration",2022
0414,Bundesnachrichtendienst,2022
0415,Der Beauftragte der Bundesregierung für Ostdeutschland,2022
0431,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,2022
0432,Presse- und Informationsamt der Bundesregierung,2022
0451,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,2022
0452,Die Beauftragte der Bundesregierung für Kultur und Medien,2022
0453,Bundesarchiv,2022
0454,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,2022
0456,Kunstverwaltung des Bundes,2022
0501,Sicherung von Frieden und Stabilität,2022
0502,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,2022
0504,Pflege kultureller Beziehungen zum Ausland,2022
0511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0512,Bundesministerium,2022
0513,Deutsches Archäologisches Institut,2022
0514,Bundesamt für Auswärtige Angelegenheiten,2022
0601,"Heimat, Gesellschaft und Verfassung",2022
0602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",2022
0603,"Integration und Migration, Minderheiten und Vertriebene",2022
0610,Sonstige Bewilligungen,2022
0611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0612,Bundesministerium,2022
0614,Statistisches Bundesamt,2022
0615,Bundesverwaltungsamt,2022
0616,Bundesamt für Kartographie und Geodäsie,2022
0617,Bundesinstitut für Bevölkerungsforschung,2022
0618,Bundesinstitut für Sportwissenschaft,2022
0619,Beschaffungsamt des BMI,2022
0620,Bundesamt für zentrale Dienste und offene Vermögensfragen mit Bundesausgleichsamt,2022
0621,Bundesamt für Bauwesen und Raumordnung,2022
0622,Zentrale Stelle für Informationstechnik im Sicherheitsbereich,2022
0623,Bundesamt für Sicherheit in der Informationstechnik,2022
0624,Bundeskriminalamt,2022
0625,Bundespolizei,2022
0626,Bundesamt für Verfassungsschutz,2022
0628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,2022
0629,Bundesanstalt Technisches Hilfswerk,2022
0633,Bundesamt für Migration und Flüchtlinge,2022
0634,Hochschule des Bundes für öffentliche Verwaltung,2022
0635,Bundeszentrale für politische Bildung,2022
0710,Sonstige Bewilligungen,2022
0711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0712,Bundesministerium,2022
0713,Bundesgerichtshof,2022
0714,Der Generalbundesanwalt beim Bundesgerichtshof,2022
0715,Bundesverwaltungsgericht,2022
0716,Bundesfinanzhof,2022
0717,Bundespatentgericht,2022
0718,Bundesamt für Justiz,2022
0719,Deutsches Patent- und Markenamt,2022
0801,Wiedergutmachungen des Bundes,2022
0802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,2022
0803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,2022
0810,Sonstige Bewilligungen,2022
0811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0812,Bundesministerium,2022
0813,Zollverwaltung,2022
0815,Bundeszentralamt für Steuern,2022
0816,Informationstechnikzentrum Bund,2022
0901,"Innovation, Technologie und Neue Mobilität",2022
0902,"Mittelstand: Gründen, Wachsen, Investieren",2022
0903,Energie und Nachhaltigkeit,2022
0904,Chancen der Globalisierung,2022
0910,Sonstige Bewilligungen,2022
0911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
0912,Bundesministerium,2022
0913,Physikalisch-Technische Bundesanstalt,2022
0914,Bundesanstalt für Materialforschung und -prüfung,2022
0915,Bundesanstalt für Geowissenschaften und Rohstoffe,2022
0916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,2022
0917,Bundeskartellamt,2022
0918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",2022
1001,Landwirtschaftliche Sozialpolitik,2022
1002,Gesundheitlicher Verbraucherschutz und Ernährung,2022
1003,"Gemeinschaftsaufgabe ""Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK",2022
1004,"Marktordnung, Maßnahmen der Notfallvorsorge",2022
1005,"Nachhaltigkeit, Forschung und Innovation",2022
1006,Internationale Maßnahmen,2022
1010,Sonstige Bewilligungen,2022
1011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1012,Bundesministerium,2022
1013,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",2022
1014,"Friedrich-Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",2022
1015,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",2022
1016,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",2022
1017,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),2022
1018,Bundessortenamt,2022
1101,Leistungen nach dem Zweiten und Dritten Buch Sozialgesetzbuch und gleichartige Leistungen,2022
1102,Rentenversicherung und Grundsicherung im Alter und bei Erwerbsminderung,2022
1103,Soziale Entschädigung (Kriegsopferversorgung und -fürsorge sowie gleichartige Leistungen),2022
1104,Unfallversicherung Bund und Bahn / Künstlersozialkasse,2022
1105,Förderung der Inklusion von Menschen mit Behinderungen,2022
1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",2022
1107,"Arbeitswelt im Wandel, Fachkräftesicherung",2022
1110,Sonstige Bewilligungen,2022
1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1112,Bundesministerium,2022
1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2022
1114,Bundesarbeitsgericht,2022
1115,Bundessozialgericht,2022
1116,Bundesamt für Soziale Sicherung,2022
1201,Bundesfernstraßen,2022
1202,Bundesschienenwege,2022
1203,Bundeswasserstraßen,2022
1204,Digitale Infrastruktur,2022
1205,Luft- und Raumfahrt,2022
1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,2022
1210,Sonstige Bewilligungen,2022
1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1212,Bundesministerium,2022
1213,Bundesamt für Güterverkehr,2022
1214,Bundesanstalt für Straßenwesen,2022
1215,Kraftfahrt-Bundesamt,2022
1216,Bundeseisenbahnvermögen,2022
1217,Eisenbahn-Bundesamt,2022
1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,2022
1219,Bundesamt für Seeschifffahrt und Hydrographie,2022
1220,Deutscher Wetterdienst,2022
1221,Luftfahrt-Bundesamt,2022
1222,Bundesaufsichtsamt für Flugsicherung,2022
1223,Bundesanstalt für Verwaltungsdienstleistungen,2022
1228,Fernstraßen-Bundesamt,2022
1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,2022
1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",2022
1404,"Wehrforschung, Entwicklung und Erprobung",2022
1405,Militärische Beschaffungen,2022
1406,Materialerhaltung der Bundeswehr,2022
1407,Sonstiger Betrieb der Bundeswehr,2022
1408,Unterbringung,2022
1410,Sonstige Bewilligungen,2022
1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1412,Bundesministerium,2022
1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",2022
1501,Gesetzliche Krankenversicherung,2022
1502,Pflegevorsorge und sonstige soziale Sicherung,2022
1503,Prävention und Gesundheitsverbände,2022
1504,Forschungsvorhaben und -einrichtungen,2022
1505,Internationales Gesundheitswesen,2022
1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1512,Bundesministerium,2022
1513,Bundeszentrale für gesundheitliche Aufklärung,2022
1515,Paul-Ehrlich-Institut,2022
1516,Bundesinstitut für Arzneimittel und Medizinprodukte,2022
1517,Robert Koch-Institut,2022
1601,Umweltschutz,2022
1603,Zwischenlagerung und Endlagerung radioaktiver Abfälle,2022
1604,Naturschutz,2022
1605,Nukleare Sicherheit und Strahlenschutz,2022
1608,Verbraucherpolitik,2022
1611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1612,Bundesministerium,2022
1613,Umweltbundesamt,2022
1614,Bundesamt für Naturschutz,2022
1615,Bundesamt für die Sicherheit der nuklearen Entsorgung,2022
1616,Bundesamt für Strahlenschutz,2022
1701,Gesetzliche Leistungen für die Familien,2022
1702,Kinder- und Jugendpolitik,2022
1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",2022
1710,Sonstige Bewilligungen,2022
1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1712,Bundesministerium,2022
1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,2022
1714,Bundeszentrale für Kinder- und Jugendmedienschutz,2022
1715,Antidiskriminierungsstelle des Bundes,2022
1716,Der Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,2022
1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
1912,Bundesverfassungsgericht,2022
2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
2012,Bundesrechnungshof,2022
2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,2022
2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
2212,Unabhängiger Kontrollrat,2022
2301,Bilaterale staatliche Entwicklungszusammenarbeit,2022
2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",2022
2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",2022
2304,Beiträge an multilaterale Entwicklungsbanken,2022
2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",2022
2310,Sonstige Bewilligungen,2022
2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
2312,Bundesministerium,2022
2501,Bau- und Wohnungswesen,2022
2502,Stadtentwicklung und Raumordnung,2022
2503,Hochbau- und Förderungsmaßnahmen in Berlin und Bonn,2022
2511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
2512,Bundesministerium,2022
2514,Bundesamt für Bauwesen und Raumordnung,2022
3002,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",2022
3003,Wettbewerbsfähigkeit des Wissenschafts- und Innovationssystems,2022
3004,"Forschung für Innovationen, Hightech-Strategie",2022
3011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2022
3012,Bundesministerium,2022
3201,Kreditaufnahme,2022
3205,Verzinsung,2022
3208,"Bürgschaften, Garantien und sonstige Gewährleistungen",2022
6001,Steuern,2022
6002,Allgemeine Bewilligungen,2022
6003,Leistungen im Zusammenhang mit der deutschen Einheit,2022
6004,Bundesimmobilienangelegenheiten,2022
6067,Sonstige Versorgungsausgaben,2022
0101,Bundespräsident,2023
0111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0112,Bundespräsidialamt,2023
0113,Büro der Gemeinsamen Wissenschaftskonferenz,2023
0211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0212,Deutscher Bundestag,2023
0213,Die Wehrbeauftragte des Deutschen Bundestages,2023
0214,Bundesversammlung,2023
0215,Mitglieder des Europäischen Parlaments,2023
0216,Parlamentarische Kontrolle der Nachrichtendienste,2023
0217,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,2023
0311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0312,Bundesrat,2023
0410,Sonstige Bewilligungen,2023
0411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,2023
0412,Bundeskanzler und Bundeskanzleramt,2023
0413,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration, Die Beauftragte der Bundesregierung für Antirassismus",2023
0414,Bundesnachrichtendienst,2023
0415,Der Beauftragte der Bundesregierung für Ostdeutschland,2023
0431,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,2023
0432,Presse- und Informationsamt der Bundesregierung,2023
0451,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,2023
0452,Die Beauftragte der Bundesregierung für Kultur und Medien,2023
0453,Bundesarchiv,2023
0454,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,2023
0456,Kunstverwaltung des Bundes,2023
0501,Sicherung von Frieden und Stabilität,2023
0502,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,2023
0504,Pflege kultureller Beziehungen zum Ausland,2023
0511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0512,Bundesministerium,2023
0513,Deutsches Archäologisches Institut,2023
0514,Bundesamt für Auswärtige Angelegenheiten,2023
0601,"Heimat, Gesellschaft und Verfassung",2023
0602,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",2023
0603,"Integration und Migration, Minderheiten und Vertriebene",2023
0610,Sonstige Bewilligungen,2023
0690,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",2023
0691,"Anlage 2 Wirtschaftsplan des Sondervermögens Versorgungsfonds des Bundes"" (0691)""",2023
0611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0612,Bundesministerium,2023
0614,Statistisches Bundesamt,2023
0615,Bundesverwaltungsamt,2023
0616,Bundesamt für Kartographie und Geodäsie,2023
0617,Bundesinstitut für Bevölkerungsforschung,2023
0618,Bundesinstitut für Sportwissenschaft,2023
0619,Beschaffungsamt des BMI,2023
0620,Bundesamt für zentrale Dienste und offene Vermögensfragen mit Bundesausgleichsamt,2023
0622,Zentrale Stelle für Informationstechnik im Sicherheitsbereich,2023
0623,Bundesamt für Sicherheit in der Informationstechnik,2023
0624,Bundeskriminalamt,2023
0625,Bundespolizei,2023
0626,Bundesamt für Verfassungsschutz,2023
0628,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,2023
0629,Bundesanstalt Technisches Hilfswerk,2023
0633,Bundesamt für Migration und Flüchtlinge,2023
0634,Hochschule des Bundes für öffentliche Verwaltung,2023
0635,Bundeszentrale für politische Bildung,2023
0710,Sonstige Bewilligungen,2023
0711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0712,Bundesministerium,2023
0713,Bundesgerichtshof,2023
0714,Der Generalbundesanwalt beim Bundesgerichtshof,2023
0715,Bundesverwaltungsgericht,2023
0716,Bundesfinanzhof,2023
0717,Bundespatentgericht,2023
0718,Bundesamt für Justiz,2023
0719,Deutsches Patent- und Markenamt,2023
0801,Wiedergutmachungen des Bundes,2023
0802,Lasten im Zusammenhang mit dem Aufenthalt bzw. Abzug von ausländischen Streitkräften,2023
0803,Finanzierung der Nachfolgeeinrichtungen der Treuhandanstalt,2023
0810,Sonstige Bewilligungen,2023
0811,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0812,Bundesministerium,2023
0813,Zollverwaltung,2023
0815,Bundeszentralamt für Steuern,2023
0816,Informationstechnikzentrum Bund,2023
0901,"Innovation, Technologie und Neue Mobilität",2023
0902,"Mittelstand: Gründen, Wachsen, Investieren",2023
0903,Energie und Nachhaltigkeit,2023
0904,Chancen der Globalisierung,2023
0910,Sonstige Bewilligungen,2023
0911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
0912,Bundesministerium,2023
0913,Physikalisch-Technische Bundesanstalt,2023
0914,Bundesanstalt für Materialforschung und -prüfung,2023
0915,Bundesanstalt für Geowissenschaften und Rohstoffe,2023
0916,Bundesamt für Wirtschaft und Ausfuhrkontrolle,2023
0917,Bundeskartellamt,2023
0918,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur)",2023
1001,Landwirtschaftliche Sozialpolitik,2023
1002,Gesundheitlicher Verbraucherschutz und Ernährung,2023
1091,Anlage 2 Verwaltungshaushaltsplan des Bundesinstituts für Risikobewertung - BfR (1091),2023
1003,"Gemeinschaftsaufgabe Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK""",2023
1095,"Anlage 1 Gemeinschaftsaufgabe Verbesserung der Agrarstruktur und des Küstenschutzes"" - GAK (1095)""",2023
1004,"Marktordnung, Maßnahmen der Notfallvorsorge",2023
1090,Anlage 1 Mittelzuweisungen und Marktordnungsausgaben der EU - Anlage E (1090),2023
1092,Anlage 2 Verwaltungshaushaltsplan der Bundesanstalt für Landwirtschaft und Ernährung - BLE (1092),2023
1005,"Nachhaltigkeit, Forschung und Innovation",2023
1006,Internationale Maßnahmen,2023
1010,Sonstige Bewilligungen,2023
1011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1012,Bundesministerium,2023
1013,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",2023
1014,"Friedrich-Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit",2023
1015,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",2023
1016,"Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",2023
1017,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),2023
1018,Bundessortenamt,2023
1101,Leistungen nach dem Zweiten und Dritten Buch Sozialgesetzbuch und gleichartige Leistungen,2023
1102,Rentenversicherung und Grundsicherung im Alter und bei Erwerbsminderung,2023
1103,Soziale Entschädigung (Kriegsopferversorgung und -fürsorge sowie gleichartige Leistungen),2023
1104,Unfallversicherung Bund und Bahn / Künstlersozialkasse,2023
1105,Förderung der Inklusion von Menschen mit Behinderungen,2023
1106,"Maßnahmen des Bundes mit Beteiligung Europäischer Fonds (ESF, EGF, EHAP) sowie sonstige internationale Angelegenheiten",2023
1107,"Arbeitswelt im Wandel, Fachkräftesicherung",2023
1110,Sonstige Bewilligungen,2023
1111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1112,Bundesministerium,2023
1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,2023
1114,Bundesarbeitsgericht,2023
1115,Bundessozialgericht,2023
1116,Bundesamt für Soziale Sicherung,2023
1201,Bundesfernstraßen,2023
1202,Bundesschienenwege,2023
1203,Bundeswasserstraßen,2023
1204,Digitale Infrastruktur,2023
1205,Luft- und Raumfahrt,2023
1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,2023
1210,Sonstige Bewilligungen,2023
1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2023
1212,Bundesministerium,2023
1213,Bundesamt für Logistik und Mobilität,2023
1214,Bundesanstalt für Straßenwesen,2023
1215,Kraftfahrt-Bundesamt,2023
1216,Bundeseisenbahnvermögen,2023
1217,Eisenbahn-Bundesamt,2023
1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,2023
1219,Bundesamt für Seeschifffahrt und Hydrographie,2023
1220,Deutscher Wetterdienst,2023
1221,Luftfahrt-Bundesamt,2023
1222,Bundesaufsichtsamt für Flugsicherung,2023
1223,Bundesanstalt für Verwaltungsdienstleistungen,2023
1228,Fernstraßen-Bundesamt,2023
1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,2023
